13.08.20 19:09:30:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:31:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:32:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:33:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:34:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:35:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:36:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:37:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:38:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:39:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:40:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:41:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:42:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:43:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:44:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:45:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:46:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:47:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:48:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:49:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:50:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:51:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:52:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:53:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:54:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:55:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:56:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:57:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:58:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:09:59:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:00:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:01:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:02:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:03:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:04:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:05:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:06:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:07:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:08:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:09:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:10:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:11:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:12:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:13:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:14:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:15:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:16:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:17:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:18:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:19:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:20:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:21:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:22:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:23:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:24:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:25:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:26:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:27:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:28:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:29:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:30:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:31:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:32:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:33:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:34:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:35:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:36:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:37:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:38:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:39:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:40:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:41:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:42:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:43:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:44:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:45:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:46:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:47:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:48:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:49:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:50:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:51:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:52:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:53:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:54:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:55:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:56:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:57:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:58:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:10:59:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:00:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:01:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:02:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:03:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:04:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:05:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:06:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:07:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:08:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:09:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:10:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:11:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:12:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:13:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:14:000	49.4501874	11.8398301	508.6528350505978
13.08.20 19:11:15:000	49.4501874	11.8398301	508.6528350505978
